bias,variance,rate,cost,violation,min_altitude
-2.5454545454545454,0.8909090909090909,6.909090909090908,-0.8064802132317263,True,3.441948310209221
-2.5454545454545454,0.8909090909090909,7.454545454545454,-0.7365940745139955,True,4.12704414061217
-2.5454545454545454,0.8909090909090909,8.0,-1.1462790220809949,True,3.8265735446600995
-2.5454545454545454,1.2363636363636363,2.0,-0.5211272749327694,True,4.82697590747394
-2.5454545454545454,1.2363636363636363,2.5454545454545454,-0.14997243435322571,True,5.413310080420653
-2.5454545454545454,1.2363636363636363,3.090909090909091,-0.6346509959975084,True,3.812086049631657
-2.5454545454545454,1.2363636363636363,3.6363636363636362,-0.14130415895736814,True,4.888305058049876
-2.5454545454545454,1.2363636363636363,4.181818181818182,-0.7352441967148255,True,4.252693259730173
-2.5454545454545454,1.2363636363636363,4.727272727272727,-0.7760074533491985,True,4.1518123406888305
-2.5454545454545454,1.2363636363636363,5.2727272727272725,-0.9900164075964821,True,3.736554121783322
-2.5454545454545454,1.2363636363636363,5.818181818181818,-0.9117615285736764,True,3.816526085859441
-2.5454545454545454,1.2363636363636363,6.363636363636363,-1.0416453475777243,True,4.011569766268224
-2.5454545454545454,1.2363636363636363,6.909090909090908,-0.90919375007954,True,4.842802744211804
-2.5454545454545454,1.2363636363636363,7.454545454545454,-1.3212757870117726,True,4.224477638949458
-2.5454545454545454,1.2363636363636363,8.0,-0.46132101862951846,True,3.501983865166407
-2.5454545454545454,1.5818181818181818,2.0,-0.6471142513434671,True,4.167165315658637
-2.5454545454545454,1.5818181818181818,2.5454545454545454,-0.9049023559222226,True,3.70618930028234
-2.5454545454545454,1.5818181818181818,3.090909090909091,-0.9066247906160717,True,4.969510431095739
-2.5454545454545454,1.5818181818181818,3.6363636363636362,-0.5724768046142116,True,5.063300742882868
-2.5454545454545454,1.5818181818181818,4.181818181818182,-0.6973320059251313,True,3.7381421084662536
-2.5454545454545454,1.5818181818181818,4.727272727272727,-1.0241648223950877,True,4.220522458218871
-2.5454545454545454,1.5818181818181818,5.2727272727272725,-1.2233459316351876,True,4.133153283451006
-2.5454545454545454,1.5818181818181818,5.818181818181818,-1.0569123177984674,True,3.755677278426734
-2.5454545454545454,1.5818181818181818,6.363636363636363,-0.8605205610379567,True,4.361611094705063
-2.5454545454545454,1.5818181818181818,6.909090909090908,-1.0340279033955484,True,4.545636998286575
-2.5454545454545454,1.5818181818181818,7.454545454545454,-1.1109308544895133,True,4.1970369489826185
-2.5454545454545454,1.5818181818181818,8.0,-0.6955541691717311,True,4.149672611171273
-2.5454545454545454,1.9272727272727272,2.0,-0.6169864917153376,True,3.757456720092011
-2.5454545454545454,1.9272727272727272,2.5454545454545454,-0.5422309767736417,True,4.365317955004864
-2.5454545454545454,1.9272727272727272,3.090909090909091,-0.8926905892630775,True,4.631814023655367
-2.5454545454545454,1.9272727272727272,3.6363636363636362,-1.0041175849886192,True,3.291651766829601
-2.5454545454545454,1.9272727272727272,4.181818181818182,-1.2566286170749228,True,4.046376358597897
-2.5454545454545454,1.9272727272727272,4.727272727272727,-1.2789830032747533,True,4.598414087717429
-2.5454545454545454,1.9272727272727272,5.2727272727272725,-1.4989426150699066,True,4.349285569075112
-2.5454545454545454,1.9272727272727272,5.818181818181818,-1.07028010836268,True,3.8813633357021238
-2.5454545454545454,1.9272727272727272,6.363636363636363,-1.2153327356768087,True,3.984235321499227
-2.5454545454545454,1.9272727272727272,6.909090909090908,-1.0729979743530658,True,4.478652966655195
-2.5454545454545454,1.9272727272727272,7.454545454545454,-0.9755090228734895,True,4.099641857857449
-2.5454545454545454,1.9272727272727272,8.0,-0.9905332268445426,True,3.980993961294924
-2.5454545454545454,2.272727272727273,2.0,-0.724289106021713,True,3.420626697649974
-2.5454545454545454,2.272727272727273,2.5454545454545454,-1.1003098286725284,True,4.271322218338829
-2.5454545454545454,2.272727272727273,3.090909090909091,-0.857609261170045,True,4.050399070653616
-2.5454545454545454,2.272727272727273,3.6363636363636362,-0.9631984239033525,True,4.210592428777483
-2.5454545454545454,2.272727272727273,4.181818181818182,-1.1568910820683782,True,3.4539565552304654
-2.5454545454545454,2.272727272727273,4.727272727272727,-1.087364445392324,True,3.42344916580016
-2.5454545454545454,2.272727272727273,5.2727272727272725,-1.1045425459866314,True,3.044165651894448
-2.5454545454545454,2.272727272727273,5.818181818181818,-1.010288837974439,True,4.226009903232082
-2.5454545454545454,2.272727272727273,6.363636363636363,-1.158779335088607,True,4.33256615688415
-2.5454545454545454,2.272727272727273,6.909090909090908,-0.8360125086119445,True,4.671172523897121
-2.5454545454545454,2.272727272727273,7.454545454545454,-1.4701657625085902,True,2.890045754123559
-2.5454545454545454,2.272727272727273,8.0,-1.146410863577271,True,3.866634661528146
-2.5454545454545454,2.618181818181818,2.0,-0.7859540193426637,True,3.8511740740806033
-2.5454545454545454,2.618181818181818,2.5454545454545454,-0.8969557549923336,True,3.725352778831005
-2.5454545454545454,2.618181818181818,3.090909090909091,-1.1177222730303864,True,3.1789471785455024
-2.5454545454545454,2.618181818181818,3.6363636363636362,-1.2551682233749757,True,3.0689894738168575
-2.5454545454545454,2.618181818181818,4.181818181818182,-1.347750160238336,True,4.179070738065584
-2.5454545454545454,2.618181818181818,4.727272727272727,-1.4200496378146124,True,4.896141394604083
-2.5454545454545454,2.618181818181818,5.2727272727272725,-1.1911658805897114,True,3.9012521812577257
-2.5454545454545454,2.618181818181818,5.818181818181818,-1.491427885112174,True,3.858727054592322
-2.5454545454545454,2.618181818181818,6.363636363636363,-1.4287492108353006,True,3.63225569648738
-2.5454545454545454,2.618181818181818,6.909090909090908,-0.7607268534870645,True,4.1912431966506105
-2.5454545454545454,2.618181818181818,7.454545454545454,-0.9757726146214896,True,3.6726391728155665
-2.5454545454545454,2.618181818181818,8.0,-1.1320812097738913,True,4.753319108043864
-2.5454545454545454,2.963636363636364,2.0,-1.1185155986304056,True,4.787708680368059
-2.5454545454545454,2.963636363636364,2.5454545454545454,-0.8963950844330179,True,3.822371527619848
-2.5454545454545454,2.963636363636364,3.090909090909091,-0.9725735282572564,True,4.513703696556108
-2.5454545454545454,2.963636363636364,3.6363636363636362,-1.049795945345719,True,3.165091694709053
-2.5454545454545454,2.963636363636364,4.181818181818182,-1.401639308444207,True,3.4746013737800405
-2.5454545454545454,2.963636363636364,4.727272727272727,-1.348692909504597,True,3.961643139270742
-2.5454545454545454,2.963636363636364,5.2727272727272725,-1.3579256242156024,True,2.974402196429347
-2.5454545454545454,2.963636363636364,5.818181818181818,-1.3473531225111022,True,3.9579397501308096
-2.5454545454545454,2.963636363636364,6.363636363636363,-1.3052999196379018,True,4.235090443139409
-2.5454545454545454,2.963636363636364,6.909090909090908,-1.2095956938674064,True,4.019994345746812
-2.5454545454545454,2.963636363636364,7.454545454545454,-1.323296785806718,True,2.846222747435286
-2.5454545454545454,2.963636363636364,8.0,-1.1427962314843452,True,3.9610476120972105
-2.5454545454545454,3.3090909090909095,2.0,-1.042442783270141,True,3.3191829288197043
-2.5454545454545454,3.3090909090909095,2.5454545454545454,-1.357793143242129,True,4.168783283424323
-2.5454545454545454,3.3090909090909095,3.090909090909091,-1.2106024704760552,True,4.130147878210257
-2.5454545454545454,3.3090909090909095,3.6363636363636362,-1.2721306261994298,True,3.742747443548443
-2.5454545454545454,3.3090909090909095,4.181818181818182,-1.172191475720397,True,3.569786160170916
-2.5454545454545454,3.3090909090909095,4.727272727272727,-1.4182184319327547,True,3.350643923714724
-2.5454545454545454,3.3090909090909095,5.2727272727272725,-1.5840014335250798,True,3.261412504740601
-2.5454545454545454,3.3090909090909095,5.818181818181818,-1.482602302021916,True,3.2780233871463453
-2.5454545454545454,3.3090909090909095,6.363636363636363,-1.2697431477457692,True,3.2829532011444784
-2.5454545454545454,3.3090909090909095,6.909090909090908,-1.5173908172458226,True,3.2627436536170897
-2.5454545454545454,3.3090909090909095,7.454545454545454,-1.1235044302806054,True,3.974772957975182
-2.5454545454545454,3.3090909090909095,8.0,-1.125987331053499,True,3.1312324824280156
-2.5454545454545454,3.6545454545454548,2.0,-1.1469848611717277,True,4.297830536639991
-2.5454545454545454,3.6545454545454548,2.5454545454545454,-1.2287614009417553,True,4.30397878659092
-2.5454545454545454,3.6545454545454548,3.090909090909091,-1.4097854933611624,True,4.2948882267316275
-2.5454545454545454,3.6545454545454548,3.6363636363636362,-0.9216510403380356,True,3.8969296794421346
-2.5454545454545454,3.6545454545454548,4.181818181818182,-1.5525851048321146,True,4.174107133726736
-2.5454545454545454,3.6545454545454548,4.727272727272727,-1.2251645218111724,True,3.5134054646121933
-2.5454545454545454,3.6545454545454548,5.2727272727272725,-1.6847759150941517,True,3.174331780475595
-2.5454545454545454,3.6545454545454548,5.818181818181818,-1.8995555221918778,True,2.6411185045660233
-2.5454545454545454,3.6545454545454548,6.363636363636363,-1.8253588898472506,True,2.790742327600685
-2.5454545454545454,3.6545454545454548,6.909090909090908,-1.5905898295272707,True,3.52651753674099
-2.5454545454545454,3.6545454545454548,7.454545454545454,-1.2064362722249005,True,3.294386707405704
-2.5454545454545454,3.6545454545454548,8.0,-1.2391281228882731,True,3.6538774549989728
-2.5454545454545454,4.0,2.0,-1.3139240199124296,True,4.023485726170872
-2.5454545454545454,4.0,2.5454545454545454,-1.5733989667456636,True,3.6178059063463617
-2.5454545454545454,4.0,3.090909090909091,-1.3766737253348402,True,3.8695519066692343
-2.5454545454545454,4.0,3.6363636363636362,-1.4272332999166857,True,4.800416770038762
-2.5454545454545454,4.0,4.181818181818182,-1.694668961038587,True,3.0398325614605044
-2.5454545454545454,4.0,4.727272727272727,-1.7693434198786313,True,2.952918020541241
-2.5454545454545454,4.0,5.2727272727272725,-1.8318523407726475,True,3.7626559247811286
-2.5454545454545454,4.0,5.818181818181818,-1.4502009340234148,True,3.264425919101847
-2.5454545454545454,4.0,6.363636363636363,-1.8946382147540461,True,3.341069563439156
-2.5454545454545454,4.0,6.909090909090908,-1.7977338245424723,True,3.5187320843352827
-2.5454545454545454,4.0,7.454545454545454,-1.5795881302538193,True,2.6625398122475645
-2.5454545454545454,4.0,8.0,-1.230127925953941,True,4.66781091059382
-1.8181818181818183,0.2,2.0,0.2952291657393616,False,5.10137838577137
-1.8181818181818183,0.2,2.5454545454545454,0.4301366975299589,False,5.5973650925234715
-1.8181818181818183,0.2,3.090909090909091,0.44356286937529643,False,6.4486651387584715
-1.8181818181818183,0.2,3.6363636363636362,0.2013617076211226,False,4.802213085351896
-1.8181818181818183,0.2,4.181818181818182,-0.12116662797304756,True,4.513368352055993
-1.8181818181818183,0.2,4.727272727272727,0.07047747264974386,False,5.967756404408638
-1.8181818181818183,0.2,5.2727272727272725,-0.08607899330039648,True,5.025814982519053
-1.8181818181818183,0.2,5.818181818181818,-0.01576818101775443,True,5.5784284557062875
-1.8181818181818183,0.2,6.363636363636363,0.49903756685970563,False,5.233603180399545
-1.8181818181818183,0.2,6.909090909090908,-0.06335892237174062,True,5.458721516162795
-1.8181818181818183,0.2,7.454545454545454,0.2380237453193647,False,6.1613774081873816
-1.8181818181818183,0.2,8.0,0.2989748526634213,False,5.119328807269891
-1.8181818181818183,0.5454545454545454,2.0,0.4322815063383371,False,5.986633296629791
-1.8181818181818183,0.5454545454545454,2.5454545454545454,0.43342369198808717,False,5.687060707541736
-1.8181818181818183,0.5454545454545454,3.090909090909091,0.4215525891221975,False,6.006200384345034
-1.8181818181818183,0.5454545454545454,3.6363636363636362,0.4095465876910743,False,5.733901531485896
-1.8181818181818183,0.5454545454545454,4.181818181818182,0.01763723793012343,False,5.090994081146785
-1.8181818181818183,0.5454545454545454,4.727272727272727,0.21476829688981106,False,4.806300461396193
-1.8181818181818183,0.5454545454545454,5.2727272727272725,-0.012458435354945535,True,4.790872158481374
-1.8181818181818183,0.5454545454545454,5.818181818181818,-0.1103710008526041,True,5.528854930451045
-1.8181818181818183,0.5454545454545454,6.363636363636363,-0.07176546834740169,True,4.951452805730672
-1.8181818181818183,0.5454545454545454,6.909090909090908,-0.3410786257004436,True,5.032048157313167
-1.8181818181818183,0.5454545454545454,7.454545454545454,0.1271059199859539,False,6.208733281638684
-1.8181818181818183,0.5454545454545454,8.0,0.01699720497126473,False,5.1265723688032345
-1.8181818181818183,0.8909090909090909,2.0,0.2603909133056626,False,6.0491175531874
-1.8181818181818183,0.8909090909090909,2.5454545454545454,0.14663178563486023,False,5.28614254852003
-1.8181818181818183,0.8909090909090909,3.090909090909091,0.2261605895113109,False,5.31946515108949
-1.8181818181818183,0.8909090909090909,3.6363636363636362,-0.05980829706290046,True,5.037236699386253
-1.8181818181818183,0.8909090909090909,4.181818181818182,0.16215084032908503,False,4.648893190623555
-1.8181818181818183,0.8909090909090909,4.727272727272727,-0.10357592521884881,True,4.546363667311565
-1.8181818181818183,0.8909090909090909,5.2727272727272725,0.04917986501907903,False,4.287586412627192
-1.8181818181818183,0.8909090909090909,5.818181818181818,-0.331540698530249,True,4.8570652390020115
-1.8181818181818183,0.8909090909090909,6.363636363636363,0.09948316025912207,False,5.0666080297226275
-1.8181818181818183,0.8909090909090909,6.909090909090908,-0.2837836664794631,True,5.656794868240832
-1.8181818181818183,0.8909090909090909,7.454545454545454,-0.39523005996187366,True,3.5053669617280856
-1.8181818181818183,0.8909090909090909,8.0,0.06291937833616769,False,4.811892266159862
-1.8181818181818183,1.2363636363636363,2.0,-0.09736875049899474,True,5.256809473150682
-1.8181818181818183,1.2363636363636363,2.5454545454545454,0.11081467123012678,False,4.8287753558617625
-1.8181818181818183,1.2363636363636363,3.090909090909091,-0.2551159558025395,True,5.181112708337533
-1.8181818181818183,1.2363636363636363,3.6363636363636362,0.055882297802573755,False,5.006294365912883
-1.8181818181818183,1.2363636363636363,4.181818181818182,0.21311552593030014,False,4.678073142767224
-1.8181818181818183,1.2363636363636363,4.727272727272727,-0.5389112578695354,True,4.115134707189843
-1.8181818181818183,1.2363636363636363,5.2727272727272725,-0.30258302767335266,True,4.819086696987993
-1.8181818181818183,1.2363636363636363,5.818181818181818,-0.3716399042835609,True,4.8043877939735875
-1.8181818181818183,1.2363636363636363,6.363636363636363,-0.5675658940621985,True,5.154316407974431
-1.8181818181818183,1.2363636363636363,6.909090909090908,-0.29281036045570086,True,5.265837555338363
-1.8181818181818183,1.2363636363636363,7.454545454545454,-0.14071857423944767,True,5.087658035337444
-1.8181818181818183,1.2363636363636363,8.0,-0.01476641926442164,True,5.209087860744236
-1.8181818181818183,1.5818181818181818,2.0,0.13178600126429313,False,5.796362266330509
-1.8181818181818183,1.5818181818181818,2.5454545454545454,-0.002277601220182529,True,5.352224277574074
-1.8181818181818183,1.5818181818181818,3.090909090909091,-0.1206385785621695,True,5.599420029162567
-1.8181818181818183,1.5818181818181818,3.6363636363636362,-0.313072761837376,True,5.587397454618031
-1.8181818181818183,1.5818181818181818,4.181818181818182,-0.2678798270444653,True,4.0167326218965105
-1.8181818181818183,1.5818181818181818,4.727272727272727,-0.31182170433879336,True,4.3476524669237655
-1.8181818181818183,1.5818181818181818,5.2727272727272725,-0.22897347824087186,True,4.444714532107933
-1.8181818181818183,1.5818181818181818,5.818181818181818,-0.5162657429916144,True,3.53896389153562
-1.8181818181818183,1.5818181818181818,6.363636363636363,-0.5113556367102886,True,3.276704699975233
-1.8181818181818183,1.5818181818181818,6.909090909090908,-0.6967970531106953,True,4.683410274961453
-1.8181818181818183,1.5818181818181818,7.454545454545454,-0.15573997542118562,True,5.056988805471297
-1.8181818181818183,1.5818181818181818,8.0,-0.4257514675730686,True,4.550392854355942
-1.8181818181818183,1.9272727272727272,2.0,-0.10111542216369297,True,4.319702233240035
-1.8181818181818183,1.9272727272727272,2.5454545454545454,0.15546146155658994,False,5.594142606844426
-1.8181818181818183,1.9272727272727272,3.090909090909091,-0.2505206381070206,True,4.762922281390245
-1.8181818181818183,1.9272727272727272,3.6363636363636362,-0.23975410347237514,True,3.7393784623154795
-1.8181818181818183,1.9272727272727272,4.181818181818182,-0.41292007705607964,True,4.246087798945021
-1.8181818181818183,1.9272727272727272,4.727272727272727,-0.641402952936298,True,4.218046900620725
-1.8181818181818183,1.9272727272727272,5.2727272727272725,-0.14120124630507574,True,5.179220184328429
-1.8181818181818183,1.9272727272727272,5.818181818181818,-0.6449012179415815,True,4.641390172736498
-1.8181818181818183,1.9272727272727272,6.363636363636363,-0.24465964917963645,True,5.217657192276747
-1.8181818181818183,1.9272727272727272,6.909090909090908,-0.4717267780658795,True,4.204804833081333
-1.8181818181818183,1.9272727272727272,7.454545454545454,-0.27689170806499774,True,4.919850984645877
-1.8181818181818183,1.9272727272727272,8.0,-0.15695395857804317,True,5.160631942262942
-1.8181818181818183,2.272727272727273,2.0,0.00587926508192399,False,4.73826165930164
-1.8181818181818183,2.272727272727273,2.5454545454545454,0.014624250693661217,False,5.113424053039861
-1.8181818181818183,2.272727272727273,3.090909090909091,0.10508800754760156,False,4.760494098502818
-1.8181818181818183,2.272727272727273,3.6363636363636362,-0.0378742680651995,True,5.061081123666124
-1.8181818181818183,2.272727272727273,4.181818181818182,-0.5974045649112136,True,4.160652518061625
-1.8181818181818183,2.272727272727273,4.727272727272727,-0.6087847762325427,True,4.6032981969684155
-1.8181818181818183,2.272727272727273,5.2727272727272725,-0.4998078177042441,True,4.213342180326466
-1.8181818181818183,2.272727272727273,5.818181818181818,-0.6391727020735825,True,5.431962477232349
-1.8181818181818183,2.272727272727273,6.363636363636363,-0.28265846611305834,True,4.935503368723958
-1.8181818181818183,2.272727272727273,6.909090909090908,-0.579688520052638,True,4.480327143306492
-1.8181818181818183,2.272727272727273,7.454545454545454,-0.3974691398779961,True,4.0911345775228005
-1.8181818181818183,2.272727272727273,8.0,-0.4911042737046224,True,3.6746036893565828
-1.8181818181818183,2.618181818181818,2.0,-0.22782301709725072,True,5.09577495275412
-1.8181818181818183,2.618181818181818,2.5454545454545454,-0.44912821852944224,True,5.337865163115574
-1.8181818181818183,2.618181818181818,3.090909090909091,-0.6587536632142833,True,3.6090588966808066
-1.8181818181818183,2.618181818181818,3.6363636363636362,-0.4438130286226185,True,5.0797361226834585
-1.8181818181818183,2.618181818181818,4.181818181818182,-0.23397178953311382,True,4.536586079032416
-1.8181818181818183,2.618181818181818,4.727272727272727,-0.43261551154378297,True,4.548130253705864
-1.8181818181818183,2.618181818181818,5.2727272727272725,-0.7425367389358715,True,4.6992932298074646
-1.8181818181818183,2.618181818181818,5.818181818181818,-0.6074735715750654,True,3.60433034993281
-1.8181818181818183,2.618181818181818,6.363636363636363,-0.436495393824385,True,5.25355028324934
-1.8181818181818183,2.618181818181818,6.909090909090908,-0.8160381196245475,True,4.381863647094157
-1.8181818181818183,2.618181818181818,7.454545454545454,-0.5250030608038951,True,4.605333822108058
-1.8181818181818183,2.618181818181818,8.0,-0.653326360625401,True,4.010861955405573
-1.8181818181818183,2.963636363636364,2.0,-0.4164148194529594,True,5.169949690176723
-1.8181818181818183,2.963636363636364,2.5454545454545454,-0.3474072587870447,True,4.467285575169902
-1.8181818181818183,2.963636363636364,3.090909090909091,-0.3628971521205099,True,3.212831537564452
-1.8181818181818183,2.963636363636364,3.6363636363636362,-0.36258661589655594,True,3.767556494714394
-1.8181818181818183,2.963636363636364,4.181818181818182,-0.7468818797416777,True,3.69328317294525
-1.8181818181818183,2.963636363636364,4.727272727272727,-1.0109243370105871,True,4.569489056678672
-1.8181818181818183,2.963636363636364,5.2727272727272725,-0.9051878828464496,True,4.268064058018908
-1.8181818181818183,2.963636363636364,5.818181818181818,-0.85095862666995,True,4.38756178694161
-1.8181818181818183,2.963636363636364,6.363636363636363,-0.8200754491938769,True,3.538428438711838
-1.8181818181818183,2.963636363636364,6.909090909090908,-0.5953085790695773,True,4.157813129349766
-1.8181818181818183,2.963636363636364,7.454545454545454,-1.038761841428757,True,3.7471805780882868
-1.8181818181818183,2.963636363636364,8.0,-0.3467497353658185,True,5.078361135690928
-1.8181818181818183,3.3090909090909095,2.0,-0.5846707957726057,True,4.240700352068179
-1.8181818181818183,3.3090909090909095,2.5454545454545454,-0.6240906635857714,True,5.414283328194649
-1.8181818181818183,3.3090909090909095,3.090909090909091,-0.5444861674402318,True,4.670534656155303
-1.8181818181818183,3.3090909090909095,3.6363636363636362,-0.48991942880097183,True,4.629475150712285
-1.8181818181818183,3.3090909090909095,4.181818181818182,-0.8298384842615555,True,4.071986591195955
-1.8181818181818183,3.3090909090909095,4.727272727272727,-0.8699446573855824,True,4.111444224359497
-1.8181818181818183,3.3090909090909095,5.2727272727272725,-0.769758097493039,True,4.256214845410611
-1.8181818181818183,3.3090909090909095,5.818181818181818,-0.7986828590873609,True,4.160958850858348
-1.8181818181818183,3.3090909090909095,6.363636363636363,-0.9233491529790735,True,3.077550504754872
-1.8181818181818183,3.3090909090909095,6.909090909090908,-0.7149327716548726,True,4.4583114662941234
-1.8181818181818183,3.3090909090909095,7.454545454545454,-0.63147980336124,True,2.920392507541915
-1.8181818181818183,3.3090909090909095,8.0,-0.33286311617289877,True,4.597342069749515
-1.8181818181818183,3.6545454545454548,2.0,-0.39694016917989433,True,4.0831068672573405
-1.8181818181818183,3.6545454545454548,2.5454545454545454,-0.5408452359661445,True,3.9324469824470274
-1.8181818181818183,3.6545454545454548,3.090909090909091,-0.8492634136620671,True,5.107752263271326
-1.8181818181818183,3.6545454545454548,3.6363636363636362,-0.8377489633963733,True,4.270967473193488
-1.8181818181818183,3.6545454545454548,4.181818181818182,-0.7076528725960277,True,4.540188071390275
-1.8181818181818183,3.6545454545454548,4.727272727272727,-0.9291769881104179,True,4.253303513122694
-1.8181818181818183,3.6545454545454548,5.2727272727272725,-0.5382372528091435,True,4.432953348674064
-1.8181818181818183,3.6545454545454548,5.818181818181818,-1.0086274288238468,True,4.516699769179959
-1.8181818181818183,3.6545454545454548,6.363636363636363,-0.8216073680870586,True,4.7719077846931315
-1.8181818181818183,3.6545454545454548,6.909090909090908,-0.8740886258258957,True,3.5544089178088627
-1.8181818181818183,3.6545454545454548,7.454545454545454,-0.6080318825093147,True,3.818795420981341
-1.8181818181818183,3.6545454545454548,8.0,-0.7936473277176013,True,3.8292147472727196
-1.8181818181818183,4.0,2.0,-0.7350407654823596,True,4.429340439669381
-1.8181818181818183,4.0,2.5454545454545454,-0.7027649375249674,True,4.508195439592675
-1.8181818181818183,4.0,3.090909090909091,-0.5054037313475401,True,4.72136341940945
-1.8181818181818183,4.0,3.6363636363636362,-0.9520801739381972,True,4.529963410205981
-1.8181818181818183,4.0,4.181818181818182,-0.747408684585214,True,3.6387874078462894
-1.8181818181818183,4.0,4.727272727272727,-0.9434171188055251,True,4.407169252349924
-1.8181818181818183,4.0,5.2727272727272725,-1.1820694341651605,True,4.505783972490649
-1.8181818181818183,4.0,5.818181818181818,-1.1824947192097093,True,3.880293507526062
-1.8181818181818183,4.0,6.363636363636363,-1.1809632831717927,True,3.826826240618941
-1.8181818181818183,4.0,6.909090909090908,-1.3247260512471366,True,2.9552485074557167
-1.8181818181818183,4.0,7.454545454545454,-0.719453539960903,True,3.857065785879933
-1.8181818181818183,4.0,8.0,-1.156089254293033,True,2.7672156889051096
-1.0909090909090908,0.2,2.0,0.8718127361165205,False,5.210267839412772
-1.0909090909090908,0.2,2.5454545454545454,1.2831848332304339,False,6.788093377901752
-1.0909090909090908,0.2,3.090909090909091,0.7560421276233678,False,6.882260030295522
-1.0909090909090908,0.2,3.6363636363636362,1.0149224323364336,False,5.852506740582123
-1.0909090909090908,0.2,4.181818181818182,0.23663425647332537,False,6.382105542768697
-1.0909090909090908,0.2,4.727272727272727,0.3810065556899662,False,4.558307182211521
-1.0909090909090908,0.2,5.2727272727272725,0.8037755347269481,False,7.023651737896584
-1.0909090909090908,0.2,5.818181818181818,0.8461891437170819,False,6.128143703743262
-1.0909090909090908,0.2,6.363636363636363,0.6944201318362206,False,6.121127911226375
-1.0909090909090908,0.2,6.909090909090908,0.768132865907439,False,5.908728577892127
-1.0909090909090908,0.2,7.454545454545454,0.7043038500026598,False,5.673007286052899
-1.0909090909090908,0.2,8.0,0.6132144796430754,False,5.472876941209688
-1.0909090909090908,0.5454545454545454,2.0,0.5573773591789803,False,5.508207545781605
-1.0909090909090908,0.5454545454545454,2.5454545454545454,0.6534272161366131,False,5.101632557528728
-1.0909090909090908,0.5454545454545454,3.090909090909091,0.8260146632532447,False,6.522015806425545
-1.0909090909090908,0.5454545454545454,3.6363636363636362,0.8985962925022137,False,5.113345990690625
-1.0909090909090908,0.5454545454545454,4.181818181818182,0.434953408497609,False,5.905339002491717
-1.0909090909090908,0.5454545454545454,4.727272727272727,0.35878720669866,False,5.246470631700148
-1.0909090909090908,0.5454545454545454,5.2727272727272725,0.6056355044935668,False,5.121463277061749
-1.0909090909090908,0.5454545454545454,5.818181818181818,0.4867733176078066,False,4.819760570148704
-1.0909090909090908,0.5454545454545454,6.363636363636363,0.35155937107655716,False,5.511450338147825
-1.0909090909090908,0.5454545454545454,6.909090909090908,0.19411203760738854,False,5.414349406587588
-1.0909090909090908,0.5454545454545454,7.454545454545454,0.5758997057905849,False,5.852144682999159
-1.0909090909090908,0.5454545454545454,8.0,0.7051538605929795,False,6.387224075579901
-1.0909090909090908,0.8909090909090909,2.0,0.8173772589112751,False,5.602674488348649
-1.0909090909090908,0.8909090909090909,2.5454545454545454,0.7719685745368896,False,6.043617589055083
-1.0909090909090908,0.8909090909090909,3.090909090909091,0.6961714834513261,False,5.716467329053267
-1.0909090909090908,0.8909090909090909,3.6363636363636362,0.4708982701040363,False,5.139447811328562
-1.0909090909090908,0.8909090909090909,4.181818181818182,0.248721617815374,False,6.123509989408843
-1.0909090909090908,0.8909090909090909,4.727272727272727,0.20287567469170115,False,4.856423075793748
-1.0909090909090908,0.8909090909090909,5.2727272727272725,0.24830726793845323,False,5.695769456410674
-1.0909090909090908,0.8909090909090909,5.818181818181818,0.30307191708384534,False,5.9269429534207125
-1.0909090909090908,0.8909090909090909,6.363636363636363,0.2334984113816624,False,5.372995492493563
-1.0909090909090908,0.8909090909090909,6.909090909090908,0.24200501002540725,False,6.314579573912101
-1.0909090909090908,0.8909090909090909,7.454545454545454,0.23867121813365474,False,5.393581573247168
-1.0909090909090908,0.8909090909090909,8.0,0.6834900463301031,False,5.8903895950558525
-1.0909090909090908,1.2363636363636363,2.0,0.6516384629697886,False,5.586728113103076
-1.0909090909090908,1.2363636363636363,2.5454545454545454,0.6526350046898912,False,5.579134003875647
-1.0909090909090908,1.2363636363636363,3.090909090909091,0.7755389291088036,False,6.880800429904479
-1.0909090909090908,1.2363636363636363,3.6363636363636362,0.39616188702745714,False,4.711260397237918
-1.0909090909090908,1.2363636363636363,4.181818181818182,0.4079498988686983,False,6.697804567695857
-1.0909090909090908,1.2363636363636363,4.727272727272727,0.18727704453964847,False,6.0068354472616825
-1.0909090909090908,1.2363636363636363,5.2727272727272725,0.6238925202312173,False,5.34709839937722
-1.0909090909090908,1.2363636363636363,5.818181818181818,0.37222210494294244,False,6.186420416507211
-1.0909090909090908,1.2363636363636363,6.363636363636363,0.18873462439657518,False,5.086944444345395
-1.0909090909090908,1.2363636363636363,6.909090909090908,0.18910187425126646,False,4.681723508904833
-1.0909090909090908,1.2363636363636363,7.454545454545454,0.24269902928999237,False,4.630728895908865
-1.0909090909090908,1.2363636363636363,8.0,0.4599150001591651,False,5.074928384629844
-1.0909090909090908,1.5818181818181818,2.0,0.6318168134671162,False,4.853868990365303
-1.0909090909090908,1.5818181818181818,2.5454545454545454,0.6064123931005971,False,6.02317687390506
-1.0909090909090908,1.5818181818181818,3.090909090909091,0.08037961359916695,False,5.267407898522952
-1.0909090909090908,1.5818181818181818,3.6363636363636362,0.6495576788873187,False,5.044737169541715
-1.0909090909090908,1.5818181818181818,4.181818181818182,0.6564844222701263,False,5.8659939269531485
